customer_id,Name,age,gender,phone_number,customer_location,purchase_date,product_category,purchase_amount,preferred_payment_method,loyality_score,purchase_year,estimated_profit
461,Anjela Ducker,17,Unknown,479-703-1657,Kurnool,18.2.2021,Groceries,70485,Cash,92,2021,7048.5
462,Barrie Lightewood,51,Male,128-298-0198,Vijayawada,30.4.2021,Books,58065,Cash,14,2021,5806.5
463,Crista Manklow,29,Female,809-767-8540,Vijayawada,2.12.2023,Toys,84894,Mobile payment,19,2023,8489.4
464,Fayth Gierth,39,Male,797-489-9738,Kurnool,2.1.2023,Groceries,63699,Cash,97,2023,6369.900000000001
465,Nickolas Pavlik,43,Male,603-307-2944,Vizag,21.5.2022,Toys,66903,Cash,93,2022,6690.3
466,Sallee Cutajar,24,Female,516-875-7226,Vizag,27.12.2021,Home Appliances,50969,Cash,44,2021,5096.900000000001
467,Grissel Sheward,19,Unknown,941-569-3969,Guntur,13.5.2023,Groceries,68337,Cash,27,2023,6833.700000000001
468,Shanon Katz,34,Female,119-184-5236,Vizag,1.7.2023,Groceries,72767,Cash,87,2023,7276.700000000001
469,Viviyan Signori,33,Female,240-750-5454,Guntur,24.11.2023,Groceries,29544,Cash,91,2023,2954.4
470,Leia Sillitoe,33,Male,567-397-2929,Chittor,9.6.2021,Toys,58943,Mobile payment,89,2021,5894.3
471,Dix Elsy,23,Male,809-589-0540,Chittor,26.10.2022,Home Appliances,84759,Cash,24,2022,8475.9
472,Reynolds Cescon,49,Unknown,374-321-8342,Kurnool,19.8.2023,Electronics,70380,Cash,30,2023,7038.0
473,Evvy Bertomieu,29,Unknown,915-605-6913,Kurnool,5.7.2021,Books,18553,Mobile payment,46,2021,1855.3000000000002
474,Dwain Rameau,29,Female,972-198-8023,Vizag,4.7.2023,Books,41060,Cash,47,2023,4106.0
475,Woody Ivanikhin,31,Female,426-680-7546,Kurnool,8.10.2022,Books,45296,Cash,68,2022,4529.6
476,Waiter Gauche,37,Male,293-825-9308,Vizag,23.3.2023,Electronics,46965,Mobile payment,76,2023,4696.5
477,Emili McInility,24,Unknown,469-455-0788,Guntur,8.2.2022,Toys,85640,Credit card,33,2022,8564.0
478,Von Kislingbury,42,Female,866-885-4440,Vijayawada,25.10.2021,Toys,72964,Credit card,25,2021,7296.400000000001
479,Emerson Iles,32,Female,251-442-5457,Kurnool,1.7.2023,Books,42519,Credit card,28,2023,4251.900000000001
480,Veriee Besset,44,Female,316-627-0069,Kurnool,25.2.2021,Toys,24566,Cash,14,2021,2456.6
481,Nessy L'Episcopio,41,Unknown,821-398-0999,Kurnool,27.11.2023,Home Appliances,14742,Mobile payment,80,2023,1474.2
482,Jeffrey Sarra,56,Unknown,272-407-3731,Chittor,18.1.2021,Home Appliances,54156,Cash,68,2021,5415.6
483,Jeanie Klassmann,51,Female,814-171-5133,Chittor,10.2.2023,Home Appliances,18398,Mobile payment,48,2023,1839.8000000000002
484,Karon Veale,33,Unknown,627-100-0192,Unkown,22.12.2022,Books,45206,Cash,15,2022,4520.6
485,Glori Cridland,21,Female,487-853-5733,Vijayawada,19.10.2022,Home Appliances,84388,Credit card,74,2022,8438.800000000001
486,Brena Sitwell,55,Male,567-547-0672,Vizag,25.12.2022,Electronics,23126,Cash,81,2022,2312.6
487,Ulrick Bride,48,Female,990-183-7985,Vizag,19.3.2023,Electronics,67140,Credit card,13,2023,6714.0
488,Angil Garfitt,60,Female,678-695-9396,Chittor,27.11.2023,Unkown,36253,Cash,66,2023,3625.3
489,Elicia Axon,58,Female,653-429-1970,Chittor,10.7.2023,Toys,76200,Cash,77,2023,7620.0
490,See Waldron,31,Male,968-182-9152,Chittor,10.6.2021,Groceries,68530,Cash,87,2021,6853.0
491,Franny Narramor,19,Unknown,864-631-4657,Vijayawada,7.2.2022,Unkown,35140,Mobile payment,14,2022,3514.0
492,Devland Barron,24,Male,350-531-9449,Vijayawada,1.6.2021,Home Appliances,84614,Cash,23,2021,8461.4
493,Linnie Tippell,52,Male,625-238-0344,Guntur,4.7.2022,Groceries,52621,Cash,44,2022,5262.1
494,Candy Heeks,16,Female,740-429-5010,Vizag,22.8.2023,Toys,54156,Mobile payment,20,2023,5415.6
495,Rogerio Spinetti,26,Female,843-696-8865,Vijayawada,21.2.2023,Unkown,53219,Cash,37,2023,5321.900000000001
496,Brendon Fyfield,60,Male,540-576-0954,Vijayawada,19.3.2021,Electronics,63156,Cash,89,2021,6315.6
497,Leena Iacapucci,22,Male,334-582-3426,Vijayawada,4.7.2022,Home Appliances,13074,Cash,74,2022,1307.4
498,Janina Devote,26,Male,572-154-8642,Kurnool,28.7.2021,Home Appliances,88966,Credit card,1,2021,8896.6
499,Stefanie Bilbery,46,Female,244-337-0611,Chittor,6.2.2021,Toys,31048,Cash,97,2021,3104.8
500,Brandie Mithan,41,Unknown,612-699-6606,Vijayawada,18.10.2022,Unkown,94296,Cash,90,2022,9429.6
501,Nadya Poncet,25,Female,786-991-8032,Vijayawada,3.8.2022,Groceries,69444,Mobile payment,40,2022,6944.400000000001
502,Ernst Swanborough,45,Male,958-417-1313,Vizag,20.11.2022,Books,85879,Credit card,71,2022,8587.9
503,Sybilla Clooney,53,Unknown,511-719-3203,Kurnool,22.11.2021,Groceries,29056,Cash,60,2021,2905.6000000000004
504,Andy Grebert,25,Unknown,138-345-4550,Chittor,30.12.2023,Groceries,26712,Cash,7,2023,2671.2000000000003
505,Lindi Hornung,49,Male,822-476-3838,Vijayawada,13.10.2021,Groceries,54156,Mobile payment,7,2021,5415.6
506,Barthel Besant,24,Male,511-667-7031,Vijayawada,2.4.2021,Books,83457,Credit card,56,2021,8345.7
507,Esma Erlam,33,Unknown,389-438-3544,Vizag,14.3.2021,Home Appliances,64362,Cash,16,2021,6436.200000000001
508,Duffy Palke,58,Female,941-550-6418,Vijayawada,10.1.2023,Groceries,77371,Cash,98,2023,7737.1
509,Nesta Baudts,29,Unknown,611-480-0478,Chittor,12.1.2022,Electronics,81846,Mobile payment,36,2022,8184.6
510,Carolyn Dayborne,50,Male,283-334-5559,Vijayawada,22.11.2023,Clothing,59604,Cash,8,2023,5960.400000000001
511,Geoffry Feldmus,18,Male,334-477-8259,Vijayawada,5.11.2021,Home Appliances,23777,Cash,52,2021,2377.7000000000003
512,Vivi Gieraths,30,Female,243-101-7410,Vijayawada,22.1.2022,Books,63184,Credit card,95,2022,6318.400000000001
513,Nonah Dodd,34,Female,759-244-8163,Vijayawada,24.5.2023,Groceries,69916,Cash,65,2023,6991.6
514,Shayla Millington,36,Unknown,109-317-9657,Vijayawada,6.5.2022,Books,82549,Cash,52,2022,8254.9
515,Kristo Sweetland,17,Female,645-835-1332,Vijayawada,23.3.2021,Electronics,63466,Credit card,71,2021,6346.6
516,Persis Messingham,54,Female,634-563-5715,Vijayawada,26.1.2023,Books,82219,Cash,39,2023,8221.9
517,Brenn Jonczyk,55,Female,413-296-2272,Vijayawada,9.1.2022,Groceries,22229,Cash,42,2022,2222.9
518,Dannie Oliffe,48,Male,921-905-2092,Guntur,25.8.2023,Toys,54156,Mobile payment,41,2023,5415.6
519,Nicolle Olufsen,41,Male,279-576-8184,Vijayawada,14.6.2021,Toys,38298,Mobile payment,71,2021,3829.8
520,Elyse Dellit,43,Unknown,570-276-8062,Chittor,30.11.2021,Groceries,60903,Mobile payment,99,2021,6090.3
521,Ingelbert Seman,49,Unknown,109-130-8445,Vijayawada,15.1.2022,Books,74157,Mobile payment,62,2022,7415.700000000001
522,Thatch Dovydenas,44,Male,532-546-9636,Kurnool,25.10.2021,Books,96172,Credit card,52,2021,9617.2
523,Serge Maiklem,51,Female,765-798-8418,Vijayawada,12.7.2023,Electronics,72447,Credit card,12,2023,7244.700000000001
524,Caryl Pegden,48,Unknown,338-923-4552,Vijayawada,7.6.2022,Books,25763,Cash,3,2022,2576.3
525,Babbie Boas,16,Female,383-928-2221,Guntur,15.8.2022,Toys,80026,Mobile payment,72,2022,8002.6
526,Anetta Kelley,33,Unknown,312-573-4174,Kurnool,1.7.2023,Electronics,63292,Credit card,16,2023,6329.200000000001
527,Merline Klaffs,29,Male,534-709-3215,Kurnool,30.5.2022,Home Appliances,48618,Cash,100,2022,4861.8
528,Jaimie Arrol,31,Male,446-210-8866,Chittor,4.8.2023,Books,60803,Credit card,94,2023,6080.3
529,Nadean Yter,38,Male,541-772-2283,Guntur,13.5.2022,Groceries,14174,Cash,76,2022,1417.4
530,Moira Stuehmeier,30,Female,256-561-5604,Unkown,19.8.2022,Books,36579,Cash,36,2022,3657.9
531,Emile Causton,18,Male,476-376-4307,Guntur,15.4.2022,Books,68777,Mobile payment,38,2022,6877.700000000001
532,Christian Jorat,17,Male,136-574-3692,Chittor,6.3.2021,Groceries,55440,Credit card,93,2021,5544.0
533,Gaylene Mila,39,Male,729-706-1966,Kurnool,3.11.2022,Groceries,44563,Mobile payment,22,2022,4456.3
534,Merola Attryde,58,Unknown,577-146-5151,Vijayawada,3.10.2021,Home Appliances,89408,Cash,85,2021,8940.800000000001
535,Kiley Caulcott,51,Female,806-723-2647,Chittor,9.8.2023,Home Appliances,67598,Cash,99,2023,6759.8
536,Gusty Renols,20,Female,304-556-1158,Kurnool,29.4.2023,Electronics,64466,Credit card,20,2023,6446.6
537,Arleta Ellwand,53,Female,768-356-2348,Vijayawada,14.11.2021,Home Appliances,54156,Credit card,26,2021,5415.6
538,Ramona Sibson,18,Unknown,565-904-7315,Kurnool,1.5.2021,Books,13023,Cash,65,2021,1302.3000000000002
539,Brynn O'Hagerty,24,Unknown,695-919-9259,Kurnool,24.2.2021,Electronics,81666,Credit card,94,2021,8166.6
540,Buffy Pratchett,44,Female,856-906-6019,Chittor,12.12.2023,Home Appliances,38904,Cash,86,2023,3890.4
541,Howie Thomel,42,Male,199-900-2374,Kurnool,5.3.2023,Clothing,35929,Credit card,34,2023,3592.9
542,Ferne Gabey,31,Male,983-170-5125,Vizag,1.4.2022,Electronics,83774,Credit card,66,2022,8377.4
543,Jilli Mangenet,43,Female,330-910-8682,Vijayawada,1.6.2023,Books,95958,Cash,5,2023,9595.800000000001
544,Terrence Tithecott,40,Male,884-842-1744,Vijayawada,8.2.2021,Toys,54122,Mobile payment,18,2021,5412.200000000001
545,Loydie Mathieson,55,Male,261-975-7258,Vizag,8.7.2022,Books,64137,Mobile payment,1,2022,6413.700000000001
546,Ronda Folli,50,Male,214-704-5837,Vijayawada,13.2.2022,Groceries,54156,Mobile payment,94,2022,5415.6
547,Cal Tunno,41,Male,505-275-7196,Vijayawada,26.6.2021,Groceries,79620,Cash,79,2021,7962.0
548,Sharlene Miere,15,Female,564-423-4165,Vizag,11.6.2023,Home Appliances,37306,Credit card,12,2023,3730.6000000000004
549,Aubert Renfree,46,Male,566-115-4309,Vizag,28.3.2021,Books,53347,Cash,34,2021,5334.700000000001
550,Leshia Gunner,52,Female,937-893-9729,Unkown,20.4.2022,Home Appliances,54156,Mobile payment,49,2022,5415.6
551,Johnathan Ucchino,21,Male,752-164-9222,Kurnool,16.3.2021,Books,33394,Cash,93,2021,3339.4
552,Cristian Bartels,21,Female,276-320-2961,Kurnool,27.5.2022,Groceries,58845,Cash,22,2022,5884.5
553,Elvina De Freitas,16,Unknown,231-535-6413,Vijayawada,7.6.2023,Clothing,48544,Cash,18,2023,4854.400000000001
554,Welsh Paddeley,35,Unknown,348-650-3339,Kurnool,6.2.2022,Home Appliances,55909,Cash,22,2022,5590.900000000001
555,Armstrong Chamberlayne,60,Male,735-275-9401,Guntur,12.6.2021,Toys,33897,Mobile payment,84,2021,3389.7000000000003
556,Gwenora Wingrove,47,Female,457-235-5315,Vijayawada,13.7.2023,Home Appliances,54156,Credit card,20,2023,5415.6
557,Conan Kolyagin,46,Male,113-935-4342,Vijayawada,4.9.2021,Electronics,80750,Cash,37,2021,8075.0
558,Quintilla Cattanach,58,Female,371-988-4970,Kurnool,6.10.2022,Unkown,33390,Cash,49,2022,3339.0
559,Leonelle Newall,33,Male,843-998-3184,Vizag,25.6.2023,Books,98133,Mobile payment,13,2023,9813.300000000001
560,Maurizio Martindale,28,Male,223-672-8845,Vijayawada,17.12.2023,Electronics,60894,Cash,79,2023,6089.400000000001
561,Elinor Lodovichi,59,Unknown,750-261-7522,Chittor,14.6.2022,Groceries,54156,Mobile payment,41,2022,5415.6
562,Garrott Cooksley,43,Male,524-680-7830,Vijayawada,26.3.2021,Electronics,38073,Credit card,64,2021,3807.3
563,Elayne Boddington,55,Male,822-926-5421,Vijayawada,8.6.2022,Home Appliances,65352,Cash,82,2022,6535.200000000001
564,Torey Dunbar,49,Female,360-283-7888,Kurnool,28.10.2022,Home Appliances,77905,Cash,45,2022,7790.5
565,Jerrie Mathwen,54,Male,514-964-3447,Vizag,23.12.2022,Groceries,77961,Cash,10,2022,7796.1
566,Sol Kisbee,51,Female,256-236-4464,Vijayawada,18.12.2021,Clothing,48293,Cash,99,2021,4829.3
567,Susana Scala,56,Female,766-369-2862,Vijayawada,4.6.2023,Clothing,45518,Mobile payment,66,2023,4551.8
568,Ernst Smalcombe,45,Female,816-126-8954,Vizag,18.6.2022,Toys,98537,Mobile payment,92,2022,9853.7
569,Jaime Jendrich,31,Female,207-213-0025,Vijayawada,28.1.2021,Home Appliances,89674,Mobile payment,65,2021,8967.4
570,Millicent Pauel,30,Female,640-372-0511,Unkown,25.4.2021,Electronics,99695,Credit card,42,2021,9969.5
571,Brady Simkins,17,Male,663-630-6744,Vijayawada,30.6.2022,Clothing,19896,Cash,34,2022,1989.6000000000001
572,Amata Juggins,55,Unknown,229-580-0403,Kurnool,28.8.2022,Electronics,46051,Mobile payment,61,2022,4605.1
573,Marget Dearness,57,Female,175-943-6216,Guntur,2.8.2023,Toys,69853,Credit card,84,2023,6985.3
574,Xever Stiven,15,Female,778-766-9154,Kurnool,17.6.2022,Toys,94178,Cash,61,2022,9417.800000000001
575,Dallas Inkster,48,Female,502-160-1686,Vijayawada,24.11.2022,Groceries,36740,Cash,65,2022,3674.0
576,Sheffie Titman,15,Female,521-360-3121,Unkown,29.1.2023,Clothing,55970,Credit card,100,2023,5597.0
577,Katti Palphramand,31,Unknown,871-834-0069,Kurnool,2.2.2021,Unkown,90208,Cash,65,2021,9020.800000000001
578,Bernadette Capozzi,60,Male,184-355-7713,Chittor,18.8.2021,Unkown,43095,Cash,11,2021,4309.5
579,Katharyn Gartery,41,Male,933-637-0254,Guntur,24.10.2023,Books,12136,Mobile payment,82,2023,1213.6000000000001
580,Wells Voase,27,Unknown,887-319-3271,Kurnool,13.5.2022,Unkown,30433,Cash,26,2022,3043.3
581,Glendon Cranton,57,Unknown,299-370-1636,Chittor,28.1.2023,Clothing,23910,Mobile payment,95,2023,2391.0
582,Skell Ladson,36,Male,402-833-9899,Vijayawada,5.12.2021,Electronics,29007,Cash,21,2021,2900.7000000000003
583,Mellisent Cleef,48,Female,661-398-6305,Vijayawada,10.4.2023,Books,80060,Mobile payment,37,2023,8006.0
584,Dorisa Garriock,27,Female,537-185-2749,Vizag,17.10.2021,Clothing,19870,Credit card,43,2021,1987.0
585,Alfons Swedeland,22,Male,377-886-3019,Vizag,28.5.2023,Electronics,44223,Cash,70,2023,4422.3
586,Elie Bogace,28,Male,233-785-4269,Kurnool,28.1.2022,Clothing,56090,Cash,100,2022,5609.0
587,Lara Beaty,46,Unknown,952-936-5913,Kurnool,8.5.2021,Electronics,65450,Mobile payment,37,2021,6545.0
588,Gisella Wadeling,41,Female,565-326-2749,Kurnool,17.11.2023,Books,54156,Credit card,97,2023,5415.6
589,Barnabas Dunkirk,20,Male,284-952-4235,Guntur,14.11.2022,Groceries,29628,Mobile payment,31,2022,2962.8
590,Waldon Casine,28,Unknown,390-255-0576,Vijayawada,20.7.2021,Electronics,33569,Cash,71,2021,3356.9
591,Purcell Cronk,43,Female,941-221-4747,Guntur,5.7.2022,Electronics,41288,Cash,52,2022,4128.8
592,Pandora Treleaven,43,Unknown,871-528-5430,Vizag,10.2.2021,Groceries,33024,Cash,83,2021,3302.4
593,Emelia Rebanks,16,Female,968-525-0074,Vizag,29.6.2022,Clothing,60948,Mobile payment,37,2022,6094.8
594,Valentia Willshire,52,Female,469-426-3393,Vijayawada,26.11.2021,Groceries,69219,Cash,38,2021,6921.900000000001
595,Alair Fergie,46,Female,363-493-7009,Guntur,10.5.2023,Home Appliances,40081,Cash,68,2023,4008.1000000000004
596,Ashlin Lomond,15,Female,623-845-6118,Kurnool,5.6.2023,Books,54156,Cash,39,2023,5415.6
597,Kirbie Pickett,43,Female,579-990-5041,Chittor,3.10.2022,Books,85402,Cash,23,2022,8540.2
598,Benito Antoni,47,Female,356-495-4971,Vijayawada,5.4.2021,Groceries,98759,Cash,16,2021,9875.900000000001
599,Bartlet Ferreira,34,Unknown,973-266-6907,Guntur,8.10.2023,Electronics,16252,Cash,41,2023,1625.2
600,Danya Capron,55,Male,601-232-2234,Kurnool,6.9.2021,Home Appliances,14526,Cash,73,2021,1452.6000000000001
601,Ambrosio Havers,21,Female,621-960-0649,Vijayawada,13.4.2021,Electronics,11591,Mobile payment,46,2021,1159.1000000000001
602,Hugibert Millgate,18,Male,962-353-5254,Unkown,14.8.2023,Clothing,35453,Cash,52,2023,3545.3
603,Noach Bouldstridge,20,Male,851-323-4546,Vijayawada,20.3.2022,Books,45991,Cash,2,2022,4599.1
604,Celestyna Thomassin,47,Female,149-977-9802,Vizag,12.3.2022,Groceries,61262,Credit card,81,2022,6126.200000000001
605,Brody Wyer,16,Unknown,275-438-1439,Vijayawada,20.7.2023,Toys,46616,Mobile payment,75,2023,4661.6
606,Gunar Huntriss,20,Female,725-556-7166,Vizag,24.4.2023,Toys,23100,Cash,94,2023,2310.0
607,Dulcea Hargie,40,Female,801-855-2852,Kurnool,1.8.2023,Groceries,49039,Mobile payment,62,2023,4903.900000000001
608,Drusi Marousek,37,Female,755-215-6740,Kurnool,1.1.2023,Electronics,96636,Cash,61,2023,9663.6
609,Anett Finlow,18,Male,132-608-3541,Kurnool,28.12.2022,Groceries,74277,Mobile payment,89,2022,7427.700000000001
610,Jennine Grolmann,59,Female,867-563-3020,Guntur,30.8.2021,Books,20585,Cash,28,2021,2058.5
611,Callean Dymond,53,Female,408-948-1571,Vizag,8.2.2023,Home Appliances,54156,Cash,95,2023,5415.6
612,Katinka Spraggon,45,Male,429-867-2040,Kurnool,14.8.2021,Books,28870,Cash,37,2021,2887.0
613,Cedric Churchley,49,Female,664-761-4971,Kurnool,9.2.2021,Toys,20475,Cash,100,2021,2047.5
614,Diane Ofield,49,Male,368-541-3071,Vijayawada,4.3.2022,Electronics,38004,Credit card,53,2022,3800.4
615,Garth Jenicke,22,Male,910-132-1680,Kurnool,30.1.2022,Clothing,33072,Cash,73,2022,3307.2000000000003
616,Martguerita Stops,37,Male,480-570-6138,Kurnool,1.8.2022,Toys,86227,Cash,73,2022,8622.7
617,Kelley Lowden,42,Unknown,436-371-9386,Unkown,5.10.2023,Books,17688,Cash,59,2023,1768.8000000000002
618,Ben Gatiss,33,Female,386-392-4242,Kurnool,26.9.2022,Books,69928,Mobile payment,12,2022,6992.8
619,Gerianna Jarrelt,27,Male,105-168-2066,Kurnool,20.1.2023,Electronics,25793,Mobile payment,86,2023,2579.3
620,Mersey Painswick,23,Female,122-436-4210,Kurnool,8.9.2022,Home Appliances,56980,Mobile payment,100,2022,5698.0
621,Kimbell Uttridge,34,Male,417-539-9291,Chittor,27.12.2021,Groceries,72908,Mobile payment,93,2021,7290.8
622,Fairfax Standley,58,Male,736-110-6037,Vijayawada,16.12.2021,Home Appliances,15309,Cash,90,2021,1530.9
623,Arabelle Mulroy,16,Female,833-895-0629,Vijayawada,4.6.2022,Books,36387,Cash,99,2022,3638.7000000000003
624,Sherry Treslove,20,Male,516-116-0301,Kurnool,19.1.2022,Books,94086,Credit card,94,2022,9408.6
625,Cornelia Ruddoch,49,Male,614-246-6606,Vizag,22.3.2023,Books,14929,Mobile payment,42,2023,1492.9
626,Wain Brasier,55,Female,416-417-9525,Vijayawada,5.9.2022,Toys,16910,Cash,47,2022,1691.0
627,Fulvia Larret,60,Male,738-285-0796,Vijayawada,7.8.2023,Groceries,26096,Cash,12,2023,2609.6000000000004
628,Maurene Kennally,45,Unknown,903-389-0702,Guntur,7.1.2022,Books,42979,Mobile payment,43,2022,4297.900000000001
629,Archy Windham,60,Female,899-236-0198,Vijayawada,7.3.2023,Books,31296,Mobile payment,2,2023,3129.6000000000004
630,Mersey Dogerty,20,Unknown,601-571-9135,Vijayawada,22.3.2021,Clothing,61528,Cash,67,2021,6152.8
631,Ardelis Hans,56,Male,160-172-0723,Kurnool,9.9.2022,Groceries,46493,Credit card,36,2022,4649.3
632,Quinn Dudmesh,16,Female,739-320-7926,Vijayawada,2.4.2023,Groceries,97799,Credit card,34,2023,9779.9
633,Derrek Dimanche,23,Female,625-494-5465,Guntur,15.6.2023,Electronics,37079,Cash,62,2023,3707.9
634,Federica Doorey,23,Unknown,302-707-0476,Kurnool,17.10.2021,Clothing,50856,Credit card,7,2021,5085.6
635,Bordy Piggot,40,Female,968-195-9472,Unkown,27.12.2021,Books,99825,Cash,27,2021,9982.5
636,Wolfie Rumgay,26,Female,259-265-7834,Vizag,17.3.2022,Toys,21781,Mobile payment,94,2022,2178.1
637,Ange Houlaghan,50,Male,788-663-0744,Vizag,7.7.2021,Books,81896,Cash,33,2021,8189.6
638,Juline Ewart,19,Male,165-132-9178,Chittor,4.6.2023,Clothing,51242,Cash,50,2023,5124.200000000001
639,Simmonds Adao,45,Female,716-463-0859,Kurnool,19.6.2022,Electronics,75602,Mobile payment,82,2022,7560.200000000001
640,Alma Fenix,32,Female,666-153-0880,Vizag,8.1.2023,Groceries,61791,Credit card,14,2023,6179.1
641,Fulvia Kelway,25,Unknown,505-876-1331,Vijayawada,6.4.2021,Books,94187,Mobile payment,30,2021,9418.7
642,Jed Daelman,59,Female,391-370-5069,Vijayawada,16.7.2021,Books,57359,Mobile payment,65,2021,5735.900000000001
643,Lexie Tremain,23,Male,685-334-0406,Vijayawada,21.9.2022,Groceries,24942,Cash,25,2022,2494.2000000000003
644,Tait Lindstrom,22,Unknown,786-238-6080,Guntur,14.7.2023,Groceries,10008,Cash,25,2023,1000.8000000000001
645,Pren Eliff,51,Unknown,631-750-7238,Chittor,22.10.2023,Toys,21282,Mobile payment,34,2023,2128.2000000000003
646,Fabien Glazzard,24,Female,934-396-7066,Chittor,18.9.2023,Toys,54156,Cash,17,2023,5415.6
647,Tallie Leere,25,Female,970-848-5071,Vijayawada,17.9.2021,Groceries,55335,Mobile payment,69,2021,5533.5
648,Dagmar Groneway,49,Female,909-543-5080,Guntur,3.9.2023,Books,11291,Mobile payment,45,2023,1129.1000000000001
649,Mandel Murra,47,Unknown,390-931-2709,Kurnool,26.5.2021,Groceries,54156,Cash,43,2021,5415.6
650,Fidelio Vardey,19,Male,537-725-0970,Vijayawada,6.8.2021,Clothing,14618,Cash,1,2021,1461.8000000000002
651,Lydie Pepperrall,39,Unknown,242-320-7459,Vizag,3.12.2023,Books,31299,Credit card,40,2023,3129.9
652,Fannie Larder,35,Male,295-979-2408,Kurnool,11.12.2021,Groceries,10529,Cash,93,2021,1052.9
653,Drake Doxsey,37,Female,865-216-6164,Vizag,6.5.2021,Books,53403,Mobile payment,26,2021,5340.3
654,Adda MacArd,20,Female,661-586-7526,Chittor,11.12.2022,Unkown,34369,Mobile payment,76,2022,3436.9
655,Saleem Jessopp,23,Female,970-622-1369,Vijayawada,19.8.2021,Clothing,15471,Credit card,51,2021,1547.1000000000001
656,Marve Bartrum,54,Female,533-783-1433,Unkown,12.12.2022,Home Appliances,54156,Credit card,70,2022,5415.6
657,Lana Gartan,55,Female,271-900-0349,Vizag,7.10.2022,Books,25982,Mobile payment,16,2022,2598.2000000000003
658,Rockie Cardenoso,48,Female,830-787-0527,Chittor,4.9.2021,Unkown,46150,Mobile payment,45,2021,4615.0
659,Marybelle Mutton,23,Female,315-537-0447,Guntur,9.12.2021,Groceries,70913,Mobile payment,54,2021,7091.3
660,Nanni Awcoate,15,Male,897-877-7927,Guntur,3.12.2022,Toys,87278,Mobile payment,90,2022,8727.800000000001
661,Margaux Kingaby,20,Unknown,239-928-7263,Vijayawada,30.5.2021,Groceries,68226,Credit card,93,2021,6822.6
662,Boy Bastard,57,Female,532-415-3989,Vijayawada,28.4.2021,Books,63194,Mobile payment,82,2021,6319.400000000001
663,Cameron Detheridge,41,Unknown,387-359-2358,Guntur,15.3.2023,Groceries,59390,Cash,39,2023,5939.0
664,Ardene Matzel,25,Female,512-261-5064,Guntur,20.3.2022,Groceries,56601,Credit card,15,2022,5660.1
665,Amalee Ible,21,Female,670-848-1152,Vijayawada,11.11.2021,Home Appliances,10196,Cash,84,2021,1019.6
666,Sabrina Arghent,49,Female,193-636-2890,Vijayawada,8.12.2021,Books,48427,Credit card,88,2021,4842.7
667,Barde Waldie,44,Unknown,664-518-2753,Kurnool,2.12.2022,Electronics,44752,Credit card,59,2022,4475.2
668,Onida Climson,16,Female,787-161-0223,Vijayawada,17.7.2021,Electronics,11622,Cash,36,2021,1162.2
669,Hinda Calverley,16,Female,989-966-4332,Guntur,8.7.2021,Home Appliances,61430,Credit card,63,2021,6143.0
670,Ashby Itzakovitz,54,Male,750-199-6640,Vijayawada,6.8.2021,Books,12699,Mobile payment,8,2021,1269.9
671,Hewie Kidgell,30,Male,366-268-9969,Guntur,16.12.2022,Books,54156,Cash,67,2022,5415.6
672,Marji Jahner,27,Female,986-715-9984,Vizag,7.5.2022,Clothing,59174,Cash,66,2022,5917.400000000001
673,Blinnie Aberkirdo,28,Unknown,165-796-6926,Vijayawada,9.12.2022,Unkown,46244,Mobile payment,56,2022,4624.400000000001
674,Gwendolen Kovalski,35,Female,800-600-9010,Vijayawada,24.8.2023,Groceries,75958,Mobile payment,71,2023,7595.8
675,Wesley Lampaert,25,Female,173-227-1171,Vijayawada,8.3.2023,Electronics,35798,Cash,48,2023,3579.8
676,Daune Hallums,22,Male,513-273-3333,Vizag,25.12.2021,Electronics,97026,Cash,22,2021,9702.6
677,Alina Itzchaki,36,Female,333-656-9270,Kurnool,11.6.2022,Electronics,93695,Cash,56,2022,9369.5
678,Jobyna Herley,21,Female,565-162-2962,Chittor,12.4.2022,Unkown,64877,Credit card,39,2022,6487.700000000001
679,Reine Crame,46,Male,163-415-3229,Kurnool,25.12.2021,Clothing,51072,Credit card,21,2021,5107.200000000001
680,Cad Normandale,59,Male,577-264-6104,Vijayawada,24.7.2022,Books,70485,Cash,60,2022,7048.5
681,Wiatt Bengall,49,Female,290-795-0104,Chittor,26.8.2023,Groceries,54156,Mobile payment,25,2023,5415.6
682,Leone Dilleway,49,Female,718-380-3951,Guntur,2.5.2022,Home Appliances,93023,Cash,100,2022,9302.300000000001
683,Ediva Feltoe,19,Female,121-563-1833,Chittor,3.8.2023,Groceries,72110,Mobile payment,4,2023,7211.0
684,Omero Mulcock,22,Unknown,438-565-7679,Vijayawada,2.11.2021,Groceries,60863,Mobile payment,38,2021,6086.3
685,Philippine Purver,45,Unknown,317-901-8089,Guntur,21.12.2022,Home Appliances,53716,Cash,18,2022,5371.6
686,Patty Wickwar,27,Unknown,984-796-5309,Guntur,17.7.2023,Books,42172,Credit card,55,2023,4217.2
687,Maddie Larne,29,Female,261-985-4515,Chittor,20.6.2023,Groceries,94306,Credit card,53,2023,9430.6
688,Carl Pride,24,Unknown,329-814-5482,Kurnool,12.7.2022,Electronics,51190,Mobile payment,71,2022,5119.0
689,Lynett Randales,43,Female,314-380-1988,Guntur,12.12.2023,Electronics,92851,Cash,100,2023,9285.1
690,Flor Caddick,58,Unknown,230-292-2332,Kurnool,20.6.2021,Home Appliances,24516,Cash,83,2021,2451.6
